Sex,Length,Diameter,Height,Whole-weight,Shucked-weight,Viscera-weight,Shell-weight,Rings
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],3
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
I,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
I,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
I,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
I,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
I,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
I,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
I,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
M,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],2
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
F,[0.565~0.815],[0.485~0.65],[0.015~0.515],[0.776~2.8255],[0.3445~1.488],[0.1255~0.76],[0.1625~1.005],1
